nome,eps
Mushen Ji,ONA (26 eps)
Nanatsu no Taizai: Imashime no Fukkatsu,TV (24 eps)
New Game!,TV (12 eps)
No.6,TV (11 eps)
Planetarian: Chiisana Hoshi no Yume,ONA (5 eps)
Pokemon (2019),TV (136 eps)
Re:Creators,TV (22 eps)
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,Movie (1 eps)
Runway de Waratte,TV (12 eps)
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie (1 eps)
Jigoku Sensei Nube,TV (49 eps)
Kakuriyo no Yadomeshi,TV (26 eps)
Kindaichi Shounen no Jikenbo Returns,TV (25 eps)
Koukyuu no Karasu,TV (13 eps)
"Lupin III: Episode 0 ""First Contact""",TV Special (1 eps)
Mahou Sensei Negima!: Mou Hitotsu no Sekai,OVA (4 eps)
Mahou Shoujo Lyrical Nanoha: Detonation,Movie (1 eps)
Minami-ke Okaeri,TV (13 eps)
Mutsu Enmei Ryuu Gaiden: Shura no Toki,TV (26 eps)
Nijuu Mensou no Musume,TV (22 eps)
Nodame Cantabile Finale OVA,OVA (1 eps)
Penguin Highway,Movie (1 eps)
Perrine Monogatari,TV (53 eps)
Ragna Crimson,TV (24 eps)
Rising Impact,ONA (12 eps)
Sakamoto desu ga?,TV (12 eps)
Seitokai Yakuindomo,TV (13 eps)
Shakugan no Shana II (Second),TV (24 eps)
Star☆Twinkle Precure,TV (49 eps)
Taiho Shichau zo (TV),TV (47 eps)
Tsurezure Children,TV (12 eps)
Uchuu Senkan Yamato,TV (26 eps)
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,OVA (8 eps)
Utawarerumono Specials,Special (6 eps)
Wakakusa Monogatari: Nan to Jo-sensei,TV (40 eps)
Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi,OVA (1 eps)
"Yondemasu yo, Azazel-san. Z",TV (13 eps)
Zhe Tian,ONA (104 eps)
Aa! Megami-sama! Movie,Movie (1 eps)
Aa! Megami-sama! Sorezore no Tsubasa,TV (22 eps)
Afro Samurai Movie,Movie (1 eps)
Baki: Dai Raitaisai-hen,ONA (13 eps)
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,Movie (1 eps)
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,TV Special (1 eps)
Garo Movie: Divine Flame,Movie (1 eps)
Gensoumaden Saiyuuki,TV (50 eps)
Gokushufudou Part 2,ONA (5 eps)
Hoozuki no Reitetsu 2nd Season OVA,OVA (3 eps)
Hungry Heart: Wild Striker,TV (52 eps)
Amaama to Inazuma,TV (12 eps)
Basilisk: Kouga Ninpou Chou,TV (24 eps)
Black Jack 21,TV (17 eps)
Boku no Hero Academia the Movie 1: Futari no Hero,Movie (1 eps)
Chiyu Mahou no Machigatta Tsukaikata,TV (13 eps)
Da Wang Rao Ming,ONA (12 eps)
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,Special (1 eps)
Doraemon Movie 28: Nobita to Midori no Kyojin Den,Movie (1 eps)
Drifters (OVA),OVA (2 eps)
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV (13 eps)
Giant Killing,TV (26 eps)
Ginga Tetsudou 999 (Movie),Movie (1 eps)
Girls & Panzer,TV (12 eps)
Hakumei no Tsubasa,ONA (7 eps)
Higashi no Eden Movie I: The King of Eden,Movie (1 eps)
Hinomaruzumou,TV (24 eps)
Kagami no Kojou,Movie (1 eps)
Kanojo ga Koushaku-tei ni Itta Riyuu,TV (12 eps)
Kara no Kyoukai Remix: Gate of Seventh Heaven,Movie (1 eps)
Karakai Jouzu no Takagi-san: Water Slide,OVA (1 eps)
Kidou Senshi Gundam 00 Special Edition,OVA (3 eps)
Mashiro no Oto,TV (12 eps)
Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,TV Special (1 eps)
NieR:Automata Ver1.1a,TV (12 eps)
One Punch Man 2nd Season,TV (12 eps)
Patapata Hikousen no Bouken,TV (26 eps)
Princess Principal: Crown Handler Movie 1,Movie (1 eps)
Saki Achiga-hen: Episode of Side-A Specials,Special (4 eps)
Shin Tennis no Oujisama,TV (13 eps)
Shounen Onmyouji,TV (26 eps)
So Ra No Wo To,TV (12 eps)
So Ra No Wo To Specials,Special (2 eps)
Sora no Otoshimono: Tokeijikake no Angeloid,Movie (1 eps)
The Big O,TV (26 eps)
To LOVE-Ru Darkness 2nd Specials,Special (2 eps)
Tonari no Seki-kun,TV (21 eps)
"Tsuma, Shougakusei ni Naru.",TV (12 eps)
Uchuu Patrol Luluco,TV (13 eps)
Wushen Zhuzai,ONA (608 eps)
Xingchen Bian,ONA (12 eps)
Xiuluo Wu Shen,ONA (16 eps)
Yamada-kun to 7-nin no Majo,TV (12 eps)
Yuan Zun,ONA (26 eps)
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,Movie (1 eps)
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,Movie (1 eps)
To LOVE-Ru Darkness OVA,OVA (6 eps)
Utawarerumono: Futari no Hakuoro,TV (28 eps)
Yao Shen Ji 3rd Season,ONA (40 eps)
Yuru Camp△ Season 3 Specials,Special (3 eps)
Asobi Asobase: Cosplay Taikai/Otona no Watashi e,OVA (1 eps)
Bai Yao Pu 2nd Season,ONA (12 eps)
Boku no Hero Academia the Movie 4: You're Next,Movie (1 eps)
Chiikawa,TV (? eps)
Cike Wu Liuqi Fanwai,ONA (4 eps)
Demi-chan wa Kataritai,TV (12 eps)
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,Movie (1 eps)
Durarara!!x2 Ten: Onoroke Chakapoko,Special (1 eps)
Golgo 13 (TV),TV (50 eps)
Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,OVA (1 eps)
Hataraku Saibou Black,TV (13 eps)
Hello! Lady Lynn,TV (36 eps)
Hidamari Sketch Specials,TV Special (2 eps)
Initial D Battle Stage 3,OVA (1 eps)
Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto,Special (1 eps)
Irozuku Sekai no Ashita kara,TV (13 eps)
Isshuukan Friends.,TV (12 eps)
"Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",ONA (1 eps)
Kuroko no Basket: Baka ja Katenai no yo!,OVA (1 eps)
Metropolis,Movie (1 eps)
Mitsudomoe: Oppai Ippai Mama Genki,Special (1 eps)
Net-juu no Susume,TV (10 eps)
Nobunaga Concerto,TV (10 eps)
Persona 3 the Movie 1: Spring of Birth,Movie (1 eps)
Poputepipikku 2nd Season,TV (11 eps)
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,Movie (1 eps)
PriPara,TV (140 eps)
R.O.D: The TV,TV (26 eps)
Jijou wo Shiranai Tenkousei ga Guigui Kuru.,TV (13 eps)
Kemono Friends,TV (12 eps)
Kimagure Orange☆Road,TV (48 eps)
Kiniro Mosaic: Pretty Days,Movie (1 eps)
"Kuroshitsuji: Sono Shitsuji, Kougyou",Special (1 eps)
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",TV (12 eps)
Meitantei Conan Magic File 2: Kudou Shinichi Nazo no Kabe to Kuro Lab Jiken,OVA (1 eps)
Mitsudomoe,TV (13 eps)
One Piece Movie 04: Dead End no Bouken,Movie (1 eps)
Over Drive,TV (26 eps)
Persona 4 the Animation,TV (25 eps)
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie,Movie (1 eps)
Sand Land: The Series,ONA (13 eps)
Shiroi Suna no Aquatope,TV (24 eps)
Shoubushi Densetsu Tetsuya,TV (20 eps)
Tensei shitara Ken deshita,TV (12 eps)
Tiger & Bunny 2 Part 2,ONA (12 eps)
Toaru Majutsu no Index II,TV (24 eps)
Toriko,TV (147 eps)
Towa no Quon 4: Guren no Shoushin,Movie (1 eps)
Tsubasa Chronicle,TV (26 eps)
Un-Go: Inga-ron,Movie (1 eps)
Yao Shen Ji 5th Season,ONA (52 eps)
Yong Sheng,ONA (12 eps)
Yu☆Gi☆Oh! The Dark Side of Dimensions,Movie (1 eps)
Boukyaku Battery (TV),TV (12 eps)
Dead Dead Demons Dededede Destruction,Movie (2 eps)
"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",Movie (1 eps)
Final Fantasy VII: Advent Children - Venice Film Festival Footage,Movie (1 eps)
Fugou Keiji: Balance:Unlimited,TV (11 eps)
Fushigi no Umi no Nadia,TV (39 eps)
Given Movie 3: Umi e,Movie (1 eps)
Golden Kamuy 2nd Season OVA,OVA (3 eps)
Huyao Xiao Hongniang: Wangquan Fugui,ONA (14 eps)
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,TV (12 eps)
Aa! Megami-sama! (TV) Specials,Special (3 eps)
Arslan Senki (TV): Fuujin Ranbu,TV (8 eps)
Baka to Test to Shoukanjuu,TV (13 eps)
Be-Bop Highschool,OVA (7 eps)
Benghuai: Xing Qiong Tiedao - Fei Guang,ONA (1 eps)
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Movie (1 eps)
Bobobo-bo Bo-bobo,TV (76 eps)
Casshern Sins,TV (24 eps)
City Hunter: Goodbye My Sweetheart,TV Special (1 eps)
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,Movie (1 eps)
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,Movie (1 eps)
D-Frag!,TV (12 eps)
Densetsu no Yuusha no Densetsu,TV (24 eps)
Fantastic Children,TV (26 eps)
Flying Witch,TV (12 eps)
Fullmetal Alchemist: The Conqueror of Shamballa,Movie (1 eps)
Gintama: Monster Strike-hen,ONA (2 eps)
Hayate no Gotoku!,TV (52 eps)
Heroic Age,TV (26 eps)
Hoshi wo Ou Kodomo,Movie (1 eps)
Hybrid Child,OVA (4 eps)
Ike! Ina-chuu Takkyuu-bu,TV (26 eps)
JoJo no Kimyou na Bouken,OVA (6 eps)
Kamonohashi Ron no Kindan Suiri,TV (13 eps)
Kono Subarashii Sekai ni Bakuen wo!,TV (12 eps)
Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note Special,TV Special (1 eps)
Meitantei Conan OVA 04: Conan to Kid to Crystal Mother,OVA (1 eps)
"Momoko, Kaeru no Uta ga Kikoeru yo.",Movie (1 eps)
Ningen Shikkaku: Director's Cut-ban,Movie (1 eps)
Oban Star-Racers,TV (26 eps)
Shakugan no Shana III (Final),TV (24 eps)
Shen Lan Qi Yu Wushuang Zhu,ONA (15 eps)
Shion no Ou,TV (22 eps)
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,Movie (1 eps)
Special A,TV (24 eps)
Sword Art Online: Alicization - War of Underworld 2nd Season,TV (11 eps)
To LOVE-Ru Darkness 2nd OVA,OVA (3 eps)
Wakaokami wa Shougakusei! Movie,Movie (1 eps)
Xingchen Bian: Xingchen Yao Hai,ONA (12 eps)
"Yondemasu yo, Azazel-san. (TV)",TV (13 eps)
Yu☆Gi☆Oh! Duel Monsters,TV (224 eps)
Zombieland Saga,TV (12 eps)
Sengoku Basara Ni,TV (12 eps)
Shine Post,TV (12 eps)
Shuumatsu no Walküre II,ONA (10 eps)
Sugar Sugar Rune,TV (51 eps)
Tanoshii Muumin Ikka Bouken Nikki,TV (26 eps)
Tasogare Otome x Amnesia: Taima Otome,Special (1 eps)
"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",TV (12 eps)
Tsurune Movie: Hajimari no Issha,Movie (1 eps)
Voy@ger,ONA (1 eps)
Wangan Midnight,TV (26 eps)
Xue Ying Ling Zhu 2nd Season,ONA (22 eps)
Yawara!,TV (124 eps)
Zipang,TV (26 eps)
Aa! Megami-sama! Sorezore no Tsubasa Specials,Special (2 eps)
Bakuten!!,TV (12 eps)
Benghuai: Xing Qiong Tiedao - Xuanhuang,ONA (1 eps)
Birdie Wing: Golf Girls' Story,TV (13 eps)
Boku ga Aishita Subete no Kimi e,Movie (1 eps)
Charlotte: Tsuyoimono-tachi,Special (1 eps)
Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel,Special (1 eps)
Da Li Si Rizhi 2nd Season,ONA (12 eps)
Gochuumon wa Usagi desu ka?,TV (12 eps)
Hello World,Movie (1 eps)
Hello!! Kiniro Mosaic,TV (12 eps)
Hellsing,TV (13 eps)
Hibike! Euphonium: Kakedasu Monaka,Special (1 eps)
Kaichou wa Maid-sama!: Omake da yo!,Special (1 eps)
Kappa no Coo to Natsuyasumi,Movie (1 eps)
Kidou Senkan Nadesico,TV (26 eps)
Ling Long: Incarnation Part 2,ONA (6 eps)
Ling Qi 2,TV (12 eps)
Macross Zero,OVA (5 eps)
Magic Knight Rayearth II,TV (29 eps)
Meitantei Conan Magic File 4: Osaka Okonomiyaki Odyssey,OVA (1 eps)
Nanbaka 2,ONA (12 eps)
Ojiisan no Lamp,Movie (1 eps)
One Piece: Heart of Gold,TV Special (1 eps)
Overtake!,TV (12 eps)
Persona 4 the Animation: No One is Alone,Special (1 eps)
Koi wa Ameagari no You ni,TV (12 eps)
Konohana Kitan,TV (12 eps)
Little Busters!,TV (26 eps)
Love Live! Nijigasaki Gakuen School Idol Doukoukai,TV (13 eps)
Maou 2099,TV (12 eps)
Meng Qi Shi Shen: Huanxi Zhui Hun,ONA (12 eps)
Minami-ke Betsubara,OVA (1 eps)
Nanatsu no Taizai OVA,OVA (2 eps)
Owari no Seraph,TV (12 eps)
Pokemon Generations,ONA (18 eps)
Ranma ½: Akumu! Shunmin Kou,OVA (1 eps)
Ryuu to Sobakasu no Hime,Movie (1 eps)
Shin Tennis no Oujisama Specials,Special (7 eps)
Shinseiki Evangelion Movie: Shi to Shinsei,Movie (1 eps)
Tasogare Out Focus,TV (12 eps)
Tensei shitara Slime Datta Ken OVA,OVA (5 eps)
Air Gear,TV (25 eps)
Ani ni Tsukeru Kusuri wa Nai!,TV (12 eps)
Ao no Exorcist,TV (25 eps)
Area 88,OVA (3 eps)
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,ONA (1 eps)
Denpa-teki na Kanojo,OVA (2 eps)
Fate/kaleid liner Prisma☆Illya 3rei!!,TV (12 eps)
Futari-bun no Shoumei,ONA (1 eps)
Grappler Baki: Saidai Tournament-hen,TV (24 eps)
Gundam Build Divers Re:Rise 2nd Season,ONA (13 eps)
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",Movie (1 eps)
Heppoko Jikken Animation Excel♥Saga,TV (26 eps)
Isekai Izakaya: Koto Aitheria no Izakaya Nobu,ONA (24 eps)
Acchi Kocchi,TV (12 eps)
Aikatsu!,TV (178 eps)
Akame ga Kill!,TV (24 eps)
Another,TV (12 eps)
Bai She II: Qing She Jie Qi,Movie (1 eps)
Bai She: Yuan Qi,Movie (1 eps)
City Hunter Movie: Shinjuku Private Eyes,Movie (1 eps)
Da Yu Hai Tang (Movie),Movie (1 eps)
Doraemon Movie 15: Nobita to Mugen Sankenshi,Movie (1 eps)
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,Movie (1 eps)
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,Special (1 eps)
Feng Ling Yu Xiu,ONA (12 eps)
Future GPX Cyber Formula Sin,OVA (5 eps)
"Goodbye, Don Glees!",Movie (1 eps)
Hitoribocchi no Marumaru Seikatsu,TV (12 eps)
Hokkyoku Hyakkaten no Concierge-san,Movie (1 eps)
Hokuto no Ken Zero: Kenshirou Den,Movie (1 eps)
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,OVA (1 eps)
"Ijiranaide, Nagatoro-san 2nd Attack",TV (12 eps)
Isekai Quartet Movie: Another World,Movie (1 eps)
Jiisan Baasan Wakagaeru,TV (11 eps)
KanColle Movie,Movie (1 eps)
Kore wa Zombie desu ka? of the Dead,TV (10 eps)
Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,Movie (1 eps)
Madang-eul Naon Amtalg,Movie (1 eps)
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,Movie (1 eps)
Major 2nd 2nd Season,TV (25 eps)
New Initial D Movie: Battle Digest,OVA (1 eps)
Psycho-Pass: Sinners of the System Case.2 - First Guardian,Movie (1 eps)
Saenai Heroine no Sodatekata,TV (12 eps)
Saint☆Oniisan,OVA (2 eps)
Sarazanmai,TV (11 eps)
Sayonara Zetsubou Sensei Special,Special (1 eps)
Sekaiichi Hatsukoi: Propose-hen,Movie (1 eps)
Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,ONA (15 eps)
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,TV (12 eps)
Shinryaku!! Ika Musume,OVA (3 eps)
Shinryaku!? Ika Musume,TV (12 eps)
Sora no Aosa wo Shiru Hito yo,Movie (1 eps)
Sugar Apple Fairy Tale,TV (12 eps)
"Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",Special (3 eps)
Tensei Oujo to Tensai Reijou no Mahou Kakumei,TV (12 eps)
Towa no Quon 5: Souzetsu no Raifuku,Movie (1 eps)
Waga Seishun no Arcadia,Movie (1 eps)
Xian Wang de Richang Shenghuo 4,ONA (12 eps)
Yuru Camp△ Season 2 Specials,Special (2 eps)
Senki Zesshou Symphogear G,TV (13 eps)
Taiho Shichau zo,OVA (4 eps)
Tonari no Kaibutsu-kun,TV (13 eps)
Xian Wu Chuan 2nd Season,ONA (156 eps)
Xiao Lu He Xiao Lan,ONA (72 eps)
You Shou Yan 2nd Season,ONA (12 eps)
Youjo Senki: Sabaku no Pasta Daisakusen,ONA (1 eps)
Yu☆Gi☆Oh! 5D's,TV (154 eps)
Acchi Kocchi: Place=Princess,Special (1 eps)
Angel Densetsu,OVA (2 eps)
Cang Yuan Tu 2nd Season,ONA (27 eps)
Captain Tsubasa: Road to 2002,TV (52 eps)
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,Movie (1 eps)
Donten ni Warau,TV (12 eps)
Dragon Ball Super,TV (131 eps)
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,TV (12 eps)
Elfen Lied,TV (13 eps)
Fairy Tail OVA,OVA (5 eps)
Furiko,Special (1 eps)
Grisaia no Kajitsu,TV (13 eps)
Haha wo Tazunete Sanzenri,TV (52 eps)
Hidamari Sketch,TV (12 eps)
High School DxD New,TV (12 eps)
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,Movie (1 eps)
Jashin-chan Dropkick',TV (11 eps)
Junjou Romantica,TV (12 eps)
Kamikaze Kaitou Jeanne,TV (44 eps)
Kamisama no Memochou,TV (12 eps)
Kin no Kuni Mizu no Kuni,Movie (1 eps)
Kyoukaisenjou no Horizon II,TV (13 eps)
Lady Jewelpet,TV (52 eps)
Lutu Weiji! Sheng Freya Hao Tebie Shijian,ONA (1 eps)
Miira no Kaikata,TV (12 eps)
Motto! Ojamajo Doremi,TV (50 eps)
Naruto: Shippuuden Movie 5 - Blood Prison,Movie (1 eps)
Ojamajo Doremi Sharp,TV (49 eps)
Orange: Mirai,Movie (1 eps)
Ouritsu Uchuugun: Honneamise no Tsubasa,Movie (1 eps)
Oushitsu Kyoushi Heine,TV (12 eps)
Itsudatte Bokura no Koi wa 10 cm Datta.,TV (6 eps)
Kaleido Star: Aratanaru Tsubasa - Extra Stage,OVA (1 eps)
Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,Special (1 eps)
Kengan Ashura,ONA (12 eps)
Kishuku Gakkou no Juliet,TV (12 eps)
"Kumo desu ga, Nani ka?",TV (24 eps)
Kyuuketsuki Sugu Shinu 2,TV (12 eps)
Lady Lady!!,TV (21 eps)
Magic Knight Rayearth,TV (20 eps)
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,Movie (1 eps)
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,TV (12 eps)
Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,Special (1 eps)
Saki,TV (25 eps)
Senki Zesshou Symphogear GX,TV (13 eps)
Shokugeki no Souma: Ni no Sara OVA,OVA (2 eps)
Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,OVA (1 eps)
Sidonia no Kishi: Ai Tsumugu Hoshi,Movie (1 eps)
Soredemo Machi wa Mawatteiru,TV (12 eps)
Super Cub,TV (12 eps)
Suzumiya Haruhi-chan no Yuuutsu,ONA (25 eps)
The iDOLM@STER: 765 Pro to Iu Monogatari,Special (1 eps)
Urusei Yatsura Movie 5: Kanketsu-hen,Movie (1 eps)
Vinland Saga Season 2: Drowning in the Shadow,ONA (1 eps)
You Shou Yan,ONA (12 eps)
Yowamushi Pedal: Spare Bike,Movie (1 eps)
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,TV (12 eps)
5-toubun no Hanayome*,TV Special (2 eps)
Amagi Brilliant Park,TV (13 eps)
Angel Beats! Another Epilogue,Special (1 eps)
Bleach: Sennen Kessen-hen - Ketsubetsu-tan Recap,TV Special (1 eps)
Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,Special (1 eps)
Carnival Phantasm EX Season,OVA (1 eps)
Chio-chan no Tsuugakuro,TV (12 eps)
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,Special (1 eps)
Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen,Movie (1 eps)
Dead Mount Death Play Part 2,TV (12 eps)
Do It Yourself!!,TV (12 eps)
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,Movie (1 eps)
Fullmetal Alchemist: Brotherhood - 4-koma Gekijou,Special (16 eps)
Grappler Baki (TV),TV (24 eps)
Hanbun no Tsuki ga Noboru Sora,TV (6 eps)
Hime-chan no Ribbon,TV (61 eps)
Hokuto no Ken: Raoh Gaiden Junai-hen,Movie (1 eps)
Aggressive Retsuko (ONA) 5th Season,ONA (10 eps)
Burn the Witch #0.8,TV Special (1 eps)
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Movie (1 eps)
Days: Touin Gakuen-sen!,OVA (3 eps)
Digimon Adventure tri. 2: Ketsui,Movie (1 eps)
Doraemon Movie 36: Shin Nobita no Nippon Tanjou,Movie (1 eps)
Hanhua Riji,ONA (12 eps)
Hetalia World Series,ONA (48 eps)
Hetalia: The Beautiful World Specials,Special (4 eps)
Houkago Teibou Nisshi,TV (12 eps)
Joshiraku,TV (13 eps)
Kamichu! Specials,Special (4 eps)
Kara no Kyoukai Movie 6: Boukyaku Rokuon,Movie (1 eps)
Kiratto Pri☆chan Season 2,TV (51 eps)
Mahou Shoujo Lyrical Nanoha: Reflection,Movie (1 eps)
Mini Dragon Specials,Special (8 eps)
Omoide Poroporo,Movie (1 eps)
Piano no Mori (TV) 2nd Season,TV (12 eps)
Pokemon Evolutions,ONA (8 eps)
Psycho-Pass 3,TV (8 eps)
Shakugan no Shana,TV (24 eps)
Shigofumi,TV (12 eps)
Suisei no Gargantia,TV (13 eps)
Tales of Symphonia The Animation: Tethe'alla-hen,OVA (4 eps)
"Tamayura: More Aggressive - Ichinichi dake no Shuugakuryokou, nanode",Special (1 eps)
Tennis no Oujisama: Another Story II - Ano Toki no Bokura,OVA (4 eps)
"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu",TV (12 eps)
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,OVA (1 eps)
Tonari no Seki-kun Specials,Special (2 eps)
Tonikaku Kawaii: Kaisou,TV Special (1 eps)
Wu Dong Qian Kun,ONA (12 eps)
Ya She,ONA (12 eps)
Yaoguai Mingdan 2nd Season,ONA (21 eps)
Yoru no Kuni,ONA (3 eps)
Yowamushi Pedal: Re:Road,Movie (1 eps)
Yozakura Quartet: Hana no Uta,TV (13 eps)
Yozakura Quartet: Tsuki ni Naku,OVA (3 eps)
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,TV (12 eps)
Seijo no Maryoku wa Bannou desu Season 2,TV (12 eps)
Sora no Otoshimono Forte,TV (12 eps)
SSSS.Dynazenon,TV (12 eps)
Steins;Gate: Soumei Eichi no Cognitive Computing,ONA (4 eps)
Tegamibachi: Hikari to Ao no Gensou Yawa,Special (1 eps)
Tennis no Oujisama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,Movie (1 eps)
Tennis no Oujisama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,Movie (1 eps)
Toradora!: Bentou no Gokui,Special (1 eps)
Uchuu no Kishi Tekkaman Blade,TV (49 eps)
Wanmei Shijie Movie: Huo Zhi Huijin,ONA (3 eps)
Yokohama Kaidashi Kikou,OVA (2 eps)
2.5-jigen no Ririsa,TV (24 eps)
Aishiteruze Baby★★,TV (26 eps)
Ansatsu Kyoushitsu: Deai no Jikan,Special (1 eps)
Bleach Movie 1: Memories of Nobody,Movie (1 eps)
Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi,Special (1 eps)
Digimon Adventure tri. 1: Saikai,Movie (1 eps)
Edens Zero 2nd Season,TV (25 eps)
Gabriel DropOut,TV (12 eps)
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,TV (13 eps)
Haiyore! Nyaruko-san F,OVA (1 eps)
Hetalia World Series Specials,Special (4 eps)
Ie Naki Ko Remy Specials,Special (3 eps)
Kimi wo Aishita Hitori no Boku e,Movie (1 eps)
Kiniro no Corda: Primo Passo - Hitonatsu no Encore,Special (1 eps)
Meitantei Conan Movie 11: Konpeki no Jolly Roger,Movie (1 eps)
Meng Qi Shi Shen: Zaijie Liangyuan,ONA (12 eps)
Mugen no Juunin: Immortal,ONA (24 eps)
Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season,TV (12 eps)
Nozomanu Fushi no Boukensha,TV (12 eps)
Oemojisangjuui,ONA (8 eps)
"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",Movie (1 eps)
Oshi ga Budoukan Ittekuretara Shinu,TV (12 eps)
Pokemon XY,TV (93 eps)
Saihate no Paladin: Tetsusabi no Yama no Ou,TV (12 eps)
Samurai 7,TV (26 eps)
Jashin-chan Dropkick X,TV (12 eps)
Jewelpet Twinkle☆,TV (52 eps)
K,TV (13 eps)
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,Movie (1 eps)
Kono Kaisha ni Suki na Hito ga Imasu,TV (? eps)
"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu",OVA (1 eps)
Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,Movie (1 eps)
Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,Movie (1 eps)
Koukaku Kidoutai: Shin Movie,Movie (1 eps)
"Kumo no Mukou, Yakusoku no Basho",Movie (1 eps)
Li Linke de Xiao Guaner 2nd Season,ONA (10 eps)
Love Live! Nijigasaki Gakuen School Idol Doukoukai: Kanketsu-hen,Movie (1 eps)
Majo to Yajuu,TV (12 eps)
Marmalade Boy,TV (76 eps)
Meitantei Conan Magic File 3: Shinichi to Ran Mahjong Pai to Tanabata no Omoide,OVA (1 eps)
Naruto: Shippuuden Movie 4 - The Lost Tower,Movie (1 eps)
